app,msgid,context,locations,comments,ct_app,po_translation,runtime_translation,effective_translation,proposed_translation,domain,priority,a1_status,a1_reviewer,a1_notes,a2_status,a2_reviewer,a2_notes,a3_status,a3_reviewer,a3_notes,qa_flags,cross_app_conflict,release_status,references
erpnext,Purchase Order Required,,,,erpnext,أمر الشراء مطلوب,,أمر الشراء مطلوب,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Regenerate Stock Closing Entry,,,,erpnext,,إعادة إنشاء قيد إغلاق المخزون,إعادة إنشاء قيد إغلاق المخزون,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Row #{0}: Stock cannot be reserved for Item {1} against a disabled Batch {2}.,,,,erpnext,,,,,inventory,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,All items in this document already have a linked Quality Inspection.,,,,erpnext,,,,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Requested Items to Order and Receive,,,,erpnext,العناصر المطلوبة للطلب والاستلام,,العناصر المطلوبة للطلب والاستلام,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,"The task has been enqueued as a background job. In case there is any issue on processing in background, the system will add a comment about the error on this Stock Reconciliation and revert to the Submitted stage",,,,erpnext,,,,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Item must be added using 'Get Items from Purchase Receipts' button,,,,erpnext,"الصنف يجب اضافته مستخدما  مفتاح ""احصل علي الأصناف من المشتريات المستلمة """,,"الصنف يجب اضافته مستخدما  مفتاح ""احصل علي الأصناف من المشتريات المستلمة """,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Insufficient Stock for Batch,,,,erpnext,,مخزون غير كاف للدفعة,مخزون غير كاف للدفعة,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Itemwise Discount,,,,erpnext,التخفيض وفقاً للصنف,,التخفيض وفقاً للصنف,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Item Quality Inspection Parameter,,,,erpnext,معلمة تفتيش جودة الصنف,,معلمة تفتيش جودة الصنف,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,"On expanding a row in the Items to Manufacture table, you'll see an option to 'Include Exploded Items'. Ticking this includes raw materials of the sub-assembly items in the production process.",,,,erpnext,,,,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Row #{0}: Finished Good Item is not specified for service item {1},,,,erpnext,,,,,inventory,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Stock Uom,,,,erpnext,وحدة قياس السهم,,وحدة قياس السهم,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Get Items from Product Bundle,,,,erpnext,الحصول على أصناف من حزمة المنتج,,الحصول على أصناف من حزمة المنتج,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,"Warehouse {0} is not allowed for Sales Order {1}, it should be {2}",,,,erpnext,,,,,inventory,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,"If enabled, the source and target warehouse in the Material Transfer Stock Entry must be different else an error will be thrown. If inventory dimensions are present, same source and target warehouse can be allowed but atleast any one of the inventory dimension fields must be different.",,,,erpnext,,,,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Production Plan Sub Assembly Item,,,,erpnext,,عنصر تجميع فرعي لخطة الإنتاج,عنصر تجميع فرعي لخطة الإنتاج,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Row #{0}: Item added,,,,erpnext,الصف # {0}: تمت إضافة العنصر,,الصف # {0}: تمت إضافة العنصر,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Stock Entry Child,,,,erpnext,الأسهم دخول الطفل,سطر حركة المخزون الفرعي,سطر حركة المخزون الفرعي,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Serial numbers unavailable for Item {0} under warehouse {1}. Please try changing warehouse.,,,,erpnext,,,,,inventory,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Cancel Material Visits {0} before cancelling this Maintenance Visit,,,,erpnext,إلغاء المواد الخاصة بالزيارة {0} قبل إلغاء زيارة الصيانة هذه,,إلغاء المواد الخاصة بالزيارة {0} قبل إلغاء زيارة الصيانة هذه,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,(H) Change in Stock Value (FIFO Queue),,,,erpnext,,,,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Parent Warehouse,,,,erpnext,المستودع الأصل,,المستودع الأصل,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Show Pay Button in Purchase Order Portal,,,,erpnext,,إظهار زر الدفع في بوابة أمر الشراء,إظهار زر الدفع في بوابة أمر الشراء,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Scrap Item Name,,,,erpnext,,اسم صنف الهالك,اسم صنف الهالك,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Actual Qty in Warehouse,,,,erpnext,الكمية الفعلية في المستودع,,الكمية الفعلية في المستودع,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Default settings for your stock-related transactions,,,,erpnext,,,,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,This Item is a Variant of {0} (Template).,,,,erpnext,هذا العنصر هو متغير {0} (قالب).,,هذا العنصر هو متغير {0} (قالب).,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,"Row {0}: As {1} is enabled, raw materials cannot be added to {2} entry. Use {3} entry to consume raw materials.",,,,erpnext,,,,,inventory,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Cannot cancel the transaction. Reposting of item valuation on submission is not completed yet.,,,,erpnext,,,,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Unreserve for Raw Materials,,,,erpnext,,إلغاء حجز المواد الخام,إلغاء حجز المواد الخام,,inventory,missing,,,,,,,,,,,,Pending,
frappe,Select multiple list items,Description of a list view shortcut,,,frappe,حدد عناصر قائمة متعددة,,حدد عناصر قائمة متعددة,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Job Worker Warehouse,,,,erpnext,,مستودع منفذ العمل,مستودع منفذ العمل,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Pending SO Items For Purchase Request,,,,erpnext,اصناف كتيرة معلقة  لطلب الشراء,,اصناف كتيرة معلقة  لطلب الشراء,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,% Raw Material Received,,,,erpnext,,نسبة المواد الخام المستلمة,نسبة المواد الخام المستلمة,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Set Target Warehouse,,,,erpnext,حدد المخزن الوجهة,,حدد المخزن الوجهة,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,"If item is a variant of another item then description, image, pricing, taxes etc will be set from the template unless explicitly specified",,,,erpnext,إذا كان البند هو البديل من بند آخر ثم وصف، صورة، والتسعير، والضرائب سيتم تعيين غيرها من القالب، ما لم يذكر صراحة,,إذا كان البند هو البديل من بند آخر ثم وصف، صورة، والتسعير، والضرائب سيتم تعيين غيرها من القالب، ما لم يذكر صراحة,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Item {0} has reached its end of life on {1},,,,erpnext,الصنف{0} قد وصل إلى نهاية عمره في {1},,الصنف{0} قد وصل إلى نهاية عمره في {1},,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Charge of type 'Actual' in row {0} cannot be included in Item Rate or Paid Amount,,,,erpnext,,,,,inventory,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Item {0} has already been returned,,,,erpnext,تمت إرجاع الصنف{0} من قبل,,تمت إرجاع الصنف{0} من قبل,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,To Warehouse,,,,erpnext,لمستودع,,لمستودع,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Control Historical Stock Transactions,,,,erpnext,,التحكم في معاملات المخزون السابقة,التحكم في معاملات المخزون السابقة,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,"If you still want to proceed, please disable 'Skip Available Sub Assembly Items' checkbox.",,,,erpnext,,,,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Stock Reservation Entries Created,,,,erpnext,,تم إنشاء قيود حجز المخزون,تم إنشاء قيود حجز المخزون,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Stock Entry,,,,erpnext,قيد مخزون,قيد مخزون,قيد مخزون,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Move Stock,,,,erpnext,,نقل المخزون,نقل المخزون,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Enable Stock Reservation,,,,erpnext,,تمكين حجز المخزون,تمكين حجز المخزون,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Purchased,,,,erpnext,اشترى,,اشترى,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Stock In Hand,,,,erpnext,الأسهم، إلى داخل، أعطى,,الأسهم، إلى داخل، أعطى,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Item-wise Sales Register,,,,erpnext,سجل حركة مبيعات وفقاً للصنف,,سجل حركة مبيعات وفقاً للصنف,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Putaway Rule already exists for Item {0} in Warehouse {1}.,,,,erpnext,,,,,inventory,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Stock Reports,,,,erpnext,تقارير الأسهم,,تقارير الأسهم,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,The {0} contains Unit Price Items.,,,,erpnext,,,,,inventory,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Finished Good Item Code,,,,erpnext,انتهى رمز السلعة جيدة,,انتهى رمز السلعة جيدة,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,No Purchase Orders were created,,,,erpnext,,,,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Row {0}# Item {1} cannot be transferred more than {2} against {3} {4},,,,erpnext,,,,,inventory,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,"In this section, you can define Company-wide transaction-related defaults for this Item. Eg. Default Warehouse, Default Price List, Supplier, etc.",,,,erpnext,,,,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Net Purchase Amount is mandatory,,,,erpnext,,صافي مبلغ الشراء إلزامي,صافي مبلغ الشراء إلزامي,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,% of materials delivered against this Sales Order,,,,erpnext,,,,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Please select atleast one item to continue,,,,erpnext,,,,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Supplier is required for all selected Items,,,,erpnext,,,,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,This Item is a Template and cannot be used in transactions. Item attributes will be copied over into the variants unless 'No Copy' is set,,,,erpnext,"هذا البند هو قالب ولا يمكن استخدامها في المعاملات المالية. سيتم نسخ سمات البند أكثر في المتغيرات ما لم يتم تعيين ""لا نسخ '",,"هذا البند هو قالب ولا يمكن استخدامها في المعاملات المالية. سيتم نسخ سمات البند أكثر في المتغيرات ما لم يتم تعيين ""لا نسخ '",,inventory,pending,,,,,,,,,,,,Approved,
erpnext,(D) Balance Stock Value,,,,erpnext,,,,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Purchase Order {0} created,,,,erpnext,,,,,inventory,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Raw Materials Actions,,,,erpnext,,إجراءات المواد الخام,إجراءات المواد الخام,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Partial Material Transferred,,,,erpnext,,مواد منقولة جزئيا,مواد منقولة جزئيا,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Purchase Order Item,,,,erpnext,صنف امر الشراء,,صنف امر الشراء,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Item Website Specification,,,,erpnext,مواصفات الموقع الإلكتروني للصنف,,مواصفات الموقع الإلكتروني للصنف,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Receipt Items,,,,erpnext,,أصناف الإيصال,أصناف الإيصال,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Please enable {} in {} to allow same item in multiple rows,,,,erpnext,,,,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Raw Materials Consumed,,,,erpnext,المواد الخام المستهلكة,,المواد الخام المستهلكة,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,The items {0} and {1} are present in the following {2} :,,,,erpnext,,,,,inventory,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Material Consumption is not set in Manufacturing Settings.,,,,erpnext,لم يتم تعيين اهلاك المواد في إعدادات التصنيع.,,لم يتم تعيين اهلاك المواد في إعدادات التصنيع.,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Total Stock Summary,,,,erpnext,ملخص إجمالي المخزون,,ملخص إجمالي المخزون,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Stock Ageing,,,,erpnext,التبويب التاريخي للمخزن,,التبويب التاريخي للمخزن,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Set Valuation Rate Based on Source Warehouse,,,,erpnext,,تعيين سعر التقييم بناء على مستودع المصدر,تعيين سعر التقييم بناء على مستودع المصدر,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Log the selling and buying rate of an Item,,,,erpnext,,,,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,material_request_item,,,,erpnext,,,,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Alternative Items,,,,erpnext,,الأصناف البديلة,الأصناف البديلة,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Available-for-use Date should be after purchase date,,,,erpnext,يجب أن يكون التاريخ متاحًا بعد تاريخ الشراء,,يجب أن يكون التاريخ متاحًا بعد تاريخ الشراء,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Default Source Warehouse,,,,erpnext,المستودع المصدر الافتراضي,,المستودع المصدر الافتراضي,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Purchase Time,,,,erpnext,,وقت الشراء,وقت الشراء,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Batch Item Expiry Status,,,,erpnext,حالة انتهاء صلاحية الدفعة الصنف,,حالة انتهاء صلاحية الدفعة الصنف,,inventory,pending,,,,,,,,,,,,Approved,
